Name,Symbol,Atomic_Number,Atomic_Weight,Density,Melting_Point,Boiling_Point,Phase,Absolute_Melting_Point,Absolute_Boiling_Point,Critical_Pressure,Critical_Temperature,Heat_of_Fusion,Heat_of_Vaporization,Specific_Heat,Adiabatic_Index,Neel_Point,Thermal_Conductivity,Thermal_Expansion,Density_Liquid,Molar_Volume,Brinell_Hardness,Mohs_Hardness,Vickers_Hardness,Bulk_Modulus,Shear_Modulus,Young_Modulus,Poisson_Ratio,Refractive_Index,Speed_of_Sound,Valence,Electronegativity,ElectronAffinity,DOT_Hazard_Class,DOT_Numbers,RTECS_Number,Alternate_Names,Block,Group,Period,Series,Electron_Configuration,Color,Gas_phase,CAS_Number,CID_Number,Electrical_Type,Electrical_Conductivity,Resistivity,Superconducting_Point,Magnetic_Type,Curie_Point,Mass_Magnetic_Susceptibility,Molar_Magnetic_Susceptibility,Volume_Magnetic_Susceptibility,Percent_in_Universe,Percent_in_Sun,Percent_in_Meteorites,Percent_in_Earths_Crust,Percent_in_Oceans,Percent_in_Humans,Atomic_Radius,Covalent_Radius,Van_der_Waals_Radius,Space_Group_Name,Space_Group_Number,HalfLife,Lifetime,Decay_Mode,Quantum_Numbers,Neutron_Cross_Section,Neutron_Mass_Absorption,Autoignition_Point,Flashpoint,Heat_of_Combustion,Gmelin_Number,Production,Price,IUPAC_Period,IUPAC_Group,IUPAC_Number,IUPAC_Series
Rubidium,Rb,37,85.4678,1532,312.46,961.15,Solid,312.46,961,16000000,2093,2.19,71,364,,NA,58,NA,1460,5.5788e-5,216000,0.3,NA,2500000000,NA,2400000000,NA,NA,1300,1,0.82,46.9,4.3,1423,RTECSVL8500000,,s,1,5,Alkali Metal,[Kr]5s1,Silver,,CAS7440-17-7,CID5357696,Conductor,8300000,1.2e-7,NA,Paramagnetic,NA,NA,NA,3.98e-6,1e-6,3e-6,3.2e-4,0.006,1.2e-5,4.6e-4,2.65e-10,2.2e-10,NA,"Im_
3m",229,Inf,Inf,,2S1/2,0.38,3e-4,NA,NA,NA,Gmelin16244,3981,39811,5,1,37,Alkali Metal
Strontium,Sr,38,87.62,2630,1050.15,1655.15,Solid,1050,1655,NA,NA,8,137,300,,NA,35,2.25e-5,2375,3.3316e-5,NA,1.5,NA,NA,6100000000,NA,0.28,NA,NA,2,0.95,5.03,4.2,1383,,,s,2,5,Alkaline Earth Metal,[Kr]5s2,Silver,,CAS7440-24-6,CID5359327,Conductor,7700000,1.3e-7,NA,Paramagnetic,NA,NA,NA,3.47e-6,4e-6,5e-6,8.6e-4,0.036,8e-4,4.6e-4,2.19e-10,1.95e-10,NA,"Fm_
3m",225,Inf,Inf,,1S0,1.2,5e-4,NA,NA,NA,Gmelin16302,398107171,6.31,5,2,38,Alkaline Earth Metal
Yttrium,Y,39,88.90585,4472,1799.15,3618.15,Solid,1799,3618,NA,NA,11.4,380,298,,NA,17,1.06e-5,4240,1.9881e-5,588000000,NA,NA,41000000000,26000000000,64000000000,0.24,NA,3300,3,1.22,29.6,4.1,3089,RTECSZG2980000,,d,3,5,Transition Metal,[Kr]5s24d1,Silver,,CAS7440-65-5,CID23993,Conductor,1800000,5.7e-7,1.3,Paramagnetic,NA,NA,NA,2.978e-4,7e-7,9.9e-7,1.9e-4,0.0029,1.3e-9,NA,2.12e-10,1.9e-10,NA,P63/mmc,194,Inf,Inf,,2D3/2,1.28,5.9e-4,NA,NA,NA,Gmelin16319,6309573,199.5,5,3,39,Transition Metal
Zirconium,Zr,40,91.224,6511,2128.15,4682.15,Solid,2128,4682,NA,NA,21,580,278,,NA,23,5.7e-6,5800,1.4011e-5,650000000,5,904000000,NA,33000000000,67000000000,0.34,NA,3800,4,1.33,41.1,4.2,2008,,,d,4,5,Transition Metal,[Kr]5s24d2,Silver,,CAS7440-67-7,CID23995,Conductor,2400000,4.2e-7,0.61,Paramagnetic,NA,NA,NA,1.09e-4,5e-6,4e-6,6.6e-4,0.013,2.6e-9,5e-6,2.0599999999999999e-10,1.75e-10,NA,P63/mmc,194,Inf,Inf,,3F2,0.184,6.6e-4,NA,NA,NA,Gmelin16322,794328235,3.162,5,4,40,Transition Metal
Niobium,Nb,41,92.90638,8570,2750.15,5017.15,Solid,2750,5017,NA,NA,26.8,690,265,,NA,54,7.3e-6,NA,1.0841e-5,736000000,6,1320000000,170000000000,38000000000,105000000000,0.4,NA,3480,5,1.6,86.1,NA,NA,RTECSQT9900000,Columbium,d,5,5,Transition Metal,[Kr]5s14d4,Gray,,CAS7440-03-1,CID23936,Conductor,6700000,1.5e-7,9.25,Paramagnetic,NA,NA,NA,2.37e-4,2e-7,4e-7,1.9e-5,0.0017,1e-10,NA,1.98e-10,1.64e-10,NA,"Im_
3m",229,Inf,Inf,,6D1/2,1.15,4e-4,NA,NA,NA,Gmelin16213,63095734,100,5,5,41,Transition Metal
Molybdenum,Mo,42,95.94,10280,2896.15,4912.15,Solid,2896,4912,NA,NA,36,600,251,,NA,139,4.8e-6,9330,9.334e-6,1500000000,5.5,1530000000,230000000000,20000000000,329000000000,0.31,NA,6190,6,2.16,71.9,4.1,3089,RTECSQA4680000,,d,6,5,Transition Metal,[Kr]5s14d5,Gray,,CAS7439-98-7,CID23932,Conductor,20000000,4.999999999997e-8,0.915,Paramagnetic,NA,NA,NA,1.203e-4,5e-7,9e-7,1.2e-4,1.1e-4,9.9e-7,1e-5,1.9e-10,1.5399999999999999e-10,NA,"Im_
3m",229,Inf,Inf,,7S3,2.6,9e-4,NA,NA,NA,Gmelin16205,251188643,31.62,5,6,42,Transition Metal
Technetium,Tc,43,98,11500,2430.15,4538.15,Solid,2430,4538,NA,NA,23,550,63,,NA,51,NA,NA,8.434782608696e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1.9,53,NA,NA,,,d,7,5,Transition Metal,[Kr]5s24d5,Silver,,CAS7440-26-8,,Conductor,5000000,2e-7,7.7,Paramagnetic,NA,NA,NA,3.933e-4,NA,0,0,0,0,0,1.83e-10,1.47e-10,NA,P63/mmc,194,6658044393708.222,190024099441899.1,BetaDecay,6S5/2,22,NA,NA,NA,NA,NA,NA,NA,5,7,43,Transition Metal
Ruthenium,Ru,44,101.07,12370,2607.15,4423.15,Solid,2607,4423,NA,NA,25.7,580,238,,NA,120,6.4e-6,10650,8.1706e-6,2160000000,6.5,2298138766.667,220000000000,173000000000,447000000000,0.3,NA,5970,6,2.2,101.3,4.1,3089,,,d,8,5,Transition Metal,[Kr]5s14d7,Silver,,CAS7440-18-8,CID23950,Conductor,14000000,7.000000000002e-8,0.49,Paramagnetic,NA,NA,NA,6.7e-5,4e-7,5e-7,8.1e-5,1e-7,7e-11,NA,1.78e-10,1.4599999999999999e-10,NA,P63/mmc,194,Inf,Inf,,5F5,2.6,9e-4,NA,NA,NA,Gmelin16241,25119,5012,5,8,44,Transition Metal
Rhodium,Rh,45,102.9055,12450,2237.15,3968.15,Solid,2237,3968,NA,NA,21.7,495,240,,NA,150,8e-6,10700,8.2655e-6,1100000000,6,1246000000,380000000000,150000000000,275000000000,0.26,NA,4700,6,2.28,109.7,4.1,3089,RTECSVI9069000,,d,9,5,Transition Metal,[Kr]5s14d8,Silver,,CAS7440-16-6,CID23948,Conductor,23000000,4.300000000003e-8,NA,Paramagnetic,NA,NA,NA,1.693e-4,6e-8,2e-7,1.8e-5,7e-8,NA,NA,1.73e-10,1.42e-10,NA,"Fm_
3m",225,Inf,Inf,,4F9/2,145,0.063,NA,NA,NA,Gmelin16245,25119,50119,5,9,45,Transition Metal
Palladium,Pd,46,106.42,12023,1828.0500000000002,3236.15,Solid,1828.05,3236,NA,NA,16.7,380,240,,NA,71,1.18e-5,10380,8.8514e-6,37200000,4.75,461000000,180000000000,44000000000,121000000000,0.39,NA,3070,4,2.2,53.7,4.2,3200,RTECSRT3480500,,d,10,5,Transition Metal,[Kr]4d10,Silver,,CAS7440-05-3,CID23938,Conductor,10000000,1e-7,NA,Paramagnetic,NA,NA,NA,7.899e-4,2e-7,3e-7,6.5e-5,6.3e-7,NA,NA,1.6899999999999999e-10,1.3899999999999999e-10,1.63e-10,"Fm_
3m",225,Inf,Inf,,1S0,6.9,0.0023,NA,NA,NA,Gmelin16239,199526,19953,5,10,46,Transition Metal
Silver,Ag,47,107.8682,10490,1234.9299999999998,2435.15,Solid,1234.93,2435,NA,NA,11.3,255,235,,NA,430,1.89e-5,9320,1.0283e-5,24500000,2.5,251000000,100000000000,30000000000,85000000000,0.37,NA,2600,1,1.93,125.6,NA,NA,RTECSVW3500000,Argentum,d,11,5,Transition Metal,[Kr]5s14d10,Silver,,CAS7440-22-4,CID23954,Conductor,62000000,1.6e-8,NA,Diamagnetic,NA,NA,NA,-2.38e-5,6e-8,1e-7,1.4e-5,7.9e-6,1e-8,NA,1.65e-10,1.45e-10,1.72e-10,"Fm_
3m",225,Inf,Inf,,2S1/2,63.6,0.02,NA,NA,NA,Gmelin1253,25118864,1000,5,11,47,Transition Metal
Cadmium,Cd,48,112.411,8650,594.22,1040.15,Solid,594.22,1040,NA,NA,6.3,100,230,,NA,96,3.08e-5,7996,1.2996e-5,203000000,2,NA,42000000000,19000000000,50000000000,0.3,NA,2310,2,1.69,0,6.1,2570,RTECSEU9800000,,d,12,5,Transition Metal,[Kr]5s24d10,Silver,,CAS7440-43-9,CID23973,Conductor,14000000,7.000000000002e-8,0.517,Diamagnetic,NA,NA,NA,-1.99e-5,2e-7,6e-7,4.4e-5,1.5e-5,5e-9,7e-5,1.6099999999999999e-10,1.44e-10,1.58e-10,P63/mmc,194,Inf,Inf,,1S0,2450,1.4,523.15,NA,NA,Gmelin16276,19952623,2.512,5,12,48,Transition Metal
Indium,In,49,114.818,7310,429.75,2345.15,Solid,429.75,2345,NA,NA,3.26,230,233,,NA,82,3.21e-5,7020,1.5707e-5,8830000,1.2,NA,NA,NA,11000000000,NA,NA,1215,3,1.78,28.9,4.1,3089,RTECSNL1050000,,p,13,5,Poor Metal,[Kr]5s24d105p1,Silver,,CAS7440-74-6,CID5359967,Conductor,12000000,8.000000000001e-8,3.41,Diamagnetic,NA,NA,NA,-1.02e-5,3e-8,4e-7,4.4e-6,1.6e-5,1e-11,NA,1.56e-10,1.42e-10,1.93e-10,I4/mmm,139,Inf,Inf,,2P1/2,194,0.06,NA,NA,NA,Gmelin1081,501187,794.3,5,13,49,Poor Metal
Tin,Sn,50,118.71,7310,505.08,2875.15,Solid,505.08,2875,NA,NA,7,290,217,,NA,67,2.2e-5,6990,1.6239e-5,51000000,1.5,NA,58000000000,18000000000,50000000000,0.36,NA,2500,4,1.96,107.3,NA,NA,RTECSXP7320000,Stannum,p,14,5,Poor Metal,[Kr]5s24d105p2,Silver,,CAS7440-31-5,CID5352426,Conductor,9100000,1.1e-7,3.72,Diamagnetic,NA,NA,NA,-2.27e-5,4e-7,9e-7,1.2e-4,2.2e-4,9.9e-10,2e-5,1.45e-10,1.3899999999999999e-10,2.17e-10,I41/amd,141,Inf,Inf,,3P0,0.62,2e-4,903.15,NA,NA,Gmelin16300,251188643,19.95,5,14,50,Poor Metal
Antimony,Sb,51,121.76,6697,903.78,1860.15,Solid,903.78,1860,NA,NA,19.7,67,207,,NA,24,1.1e-5,6530,1.8181e-5,294000000,3,NA,42000000000,20000000000,55000000000,NA,NA,3420,5,2.05,103.2,NA,NA,RTECSCC4025000,Stibium,p,15,5,Metalloid,[Kr]5s24d105p3,Silver,,CAS7440-36-0,CID5354495,Conductor,2500000,4e-7,NA,Diamagnetic,NA,NA,NA,-7.3e-5,4e-8,1e-7,1.2e-5,2e-5,2e-8,NA,1.33e-10,1.3899999999999999e-10,NA,"R_
3m",166,Inf,Inf,,4S3/2,5.4,0.0016,NA,NA,NA,NA,158489319,15.85,5,15,51,Metalloid
Tellurium,Te,52,127.6,6240,722.66,1261.15,Solid,722.66,1261,NA,NA,17.5,48,201,,NA,3,NA,5700,2.0449e-5,180000000,2.25,NA,64000000000,16000000000,43000000000,NA,1.000991,2610,6,2.1,190.2,6.1,2811,RTECSWY2625000,,p,16,5,Chalcogen,[Kr]5s24d105p4,Silver,,CAS13494-80-9,CID6327182,Semiconductor,10000,1e-4,NA,Diamagnetic,NA,NA,NA,-2.43e-5,9e-7,NA,2.1e-4,1e-7,NA,NA,1.23e-10,1.38e-10,2.0599999999999999e-10,P3121,152,Inf,Inf,,3P2,5.4,0.0013,613.15,NA,NA,Gmelin1153,501187,316.2,5,16,52,Chalcogen
Iodine,I,53,126.90447,4940,386.84999999999997,457.45,Solid,386.85,457.4,11700000,819,7.76,20.9,429,,NA,0.449,NA,NA,2.5689e-5,NA,NA,NA,7700000000,NA,NA,NA,NA,NA,7,2.66,295.2,8,1759,RTECSNN1575000,,p,17,5,Halogen,[Kr]5s24d105p5,SlateGray,,CAS7553-56-2,CID807,Insulator,1e-7,10000000,NA,Diamagnetic,NA,NA,NA,-2.22e-5,1e-7,NA,2.5e-5,4.9e-5,6e-6,2e-5,1.15e-10,1.3899999999999999e-10,1.98e-10,Cmca,64,Inf,Inf,,2P3/2,6.3,0.0018,NA,NA,NA,Gmelin1160,31622777,25.12,5,17,53,Halogen
Xenon,Xe,54,131.293,5.9,161.34999999999997,165.14999999999998,Gas,161.3,165.1,5841000,289.77,2.3,12.64,158.32,5/3,NA,0.00565,NA,NA,0.0223,NA,NA,NA,NA,NA,NA,NA,1.000702,1090,6,2.6,0,2.2,2591,RTECSZE1280000,,p,18,5,Noble Gas,[Kr]5s24d105p6,Colorless,Monoatomic,CAS7440-63-3,CID23991,,NA,NA,NA,Diamagnetic,NA,NA,NA,-2.54e-8,1e-6,NA,NA,2e-9,5e-10,NA,1.08e-10,1.4e-10,2.16e-10,"Fm_
3m",225,Inf,Inf,,1S0,25,0.0083,NA,NA,NA,Gmelin1125,39811,2512,5,18,54,Noble Gas
Cesium,Cs,55,132.90545,1879,301.59,944.15,Solid,301.59,944,9400000,1938,2.09,64,242,,NA,36,NA,1843,7.0732e-5,140000,0.2,NA,1600000000,NA,1700000000,NA,NA,NA,1,0.79,45.5,4.3,1407,RTECSFK9225000,Caesium,s,1,6,Alkali Metal,[Xe]6s1,Silver,,CAS7440-46-2,CID5354618,Conductor,5000000,2e-7,NA,Paramagnetic,NA,NA,NA,5.26e-6,8e-8,8e-7,1.4e-5,1.9e-4,5e-8,2e-6,2.98e-10,2.44e-10,NA,"Im_
3m",229,Inf,Inf,,2S1/2,29,0.0077,NA,NA,NA,Gmelin15188,10000,NA,6,1,55,Alkali Metal
Barium,Ba,56,137.327,3510,1000.15,2143.15,Solid,1000,2143,NA,NA,8,140,205,,NA,18,2.06e-5,3338,3.9125e-5,NA,1.25,NA,9400000000,4900000000,13000000000,NA,NA,1620,2,0.89,13.95,4.3,1400,RTECSCQ8370000,,s,2,6,Alkaline Earth Metal,[Xe]6s2,Silver,,CAS7440-39-3,CID5355457,Conductor,2900000,3.5e-7,NA,Paramagnetic,NA,NA,NA,3.966e-5,1e-6,9.9e-7,2.7e-4,0.034,3e-6,3e-5,2.53e-10,2.15e-10,NA,"Im_
3m",229,Inf,Inf,,1S0,1.3,2.7e-4,NA,NA,NA,Gmelin16266,7943282347,NA,6,2,56,Alkaline Earth Metal
Lanthanum,La,57,138.9055,6146,1192.15,3737.15,Solid,1193,3737,NA,NA,6.3,400,195,,NA,13,1.21e-5,5940,2.2601e-5,363000000,2.5,491000000,28000000000,14000000000,37000000000,0.28,NA,2475,3,1.1,48,4.1,3178,,,f,,6,Lanthanide,[Xe]6s25d1,Silver,,CAS7439-91-0,CID23926,Conductor,1600000,6.1e-7,4.88,Paramagnetic,NA,NA,NA,6.761e-5,2e-7,2e-7,2.8e-5,0.0034,3.4e-10,NA,NA,2.0699999999999998e-10,NA,P63/mmc,194,Inf,Inf,,2D3/2,8.98,0.0023,NA,NA,NA,NA,31622777,100,8.5,4,57,Lanthanide
Cerium,Ce,58,140.116,6689,1071.15,3633.15,Solid,1071,3633,NA,NA,5.5,350,192,,12.5,11,6.3e-6,6550,2.0947e-5,412000000,2.5,270000000,22000000000,14000000000,34000000000,0.24,NA,2100,4,1.12,50,4.1,1333,,,f,,6,Lanthanide,[Xe]6s24f15d1,Silver,,CAS7440-45-1,CID23974,Conductor,1400000,7.5e-7,0.022,Paramagnetic,NA,NA,NA,0.0014716,1e-6,4e-7,7.5e-5,0.006,1.2e-10,NA,NA,2.04e-10,NA,P63/mmc,194,Inf,Inf,,1G4,0.6,2.1e-4,NA,NA,NA,Gmelin16275,39810717,100,8.5,5,58,Lanthanide
Praseodymium,Pr,59,140.90765,6640,1204.15,3563.15,Solid,1204,3563,NA,NA,6.9,330,193,,NA,13,6.7e-6,6500,2.1221e-5,481000000,1.41,400000000,29000000000,15000000000,37000000000,0.28,NA,2280,4,1.13,50,NA,NA,,,f,,6,Lanthanide,[Xe]6s24f3,Silver,,CAS7440-10-0,CID23942,Conductor,1400000,7e-7,NA,Paramagnetic,NA,NA,NA,0.0028087,2e-7,1e-7,9.9e-6,8.6e-4,6e-11,NA,2.47e-10,2.03e-10,NA,P63/mmc,194,Inf,Inf,,4I9/2,11.4,0.0029,NA,NA,NA,Gmelin16238,5011872,316.2,8.5,6,59,Lanthanide
Neodymium,Nd,60,144.24,7010,1294.15,3373.15,Solid,1294,3373,NA,NA,7.1,285,190,,19.2,17,9.6e-6,6890,2.0577e-5,265000000,1.23,343000000,32000000000,16000000000,41000000000,0.28,NA,2330,3,1.14,50,NA,NA,RTECSQO8575000,,f,,6,Lanthanide,[Xe]6s24f4,Silver,,CAS7440-00-8,CID23934,Conductor,1600000,6.4e-7,NA,Paramagnetic,NA,NA,NA,0.0033648,1e-6,3e-7,5e-5,0.0033,2.8e-10,NA,2.0599999999999999e-10,2.01e-10,NA,P63/mmc,194,Inf,Inf,,5I4,49,0.011,NA,NA,NA,Gmelin16212,19952623,316.2,8.5,7,60,Lanthanide
Promethium,Pm,61,145,7264,1373.15,3273.15,Solid,1373,3273,NA,NA,7.7,290,NA,,NA,15,1.1e-5,NA,1.996145374449e-5,NA,NA,NA,33000000000,18000000000,46000000000,0.28,NA,NA,3,NA,50,NA,NA,,,f,,6,Lanthanide,[Xe]6s24f5,Silver,,CAS7440-12-2,,Conductor,1300000,7.5e-7,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,2.05e-10,1.9899999999999998e-10,NA,,NA,559070903.0947368,806102232.3692214,ElectronCapture,6H5/2,8400,NA,NA,NA,NA,NA,NA,NA,8.5,8,61,Lanthanide
Samarium,Sm,62,150.36,7353,1345.15,2076.15,Solid,1345,2076,NA,NA,8.5,175,196,,106,13,1.27e-5,7160,2.0449e-5,441000000,1.44,412000000,38000000000,20000000000,50000000000,0.27,NA,2130,3,1.17,50,4.1,1325,,,f,,6,Lanthanide,[Xe]6s24f6,Silver,,CAS7440-19-9,CID23951,Conductor,1100000,9.4e-7,NA,Paramagnetic,NA,NA,NA,8.1618e-4,5e-7,1e-7,1.7e-5,6e-4,4.5e-11,NA,2.38e-10,1.98e-10,NA,"R_
3m",166,Inf,Inf,,7F0,5900,4.7,423.15,NA,NA,Gmelin16301,2511886,158.5,8.5,9,62,Lanthanide
Europium,Eu,63,151.964,5244,1095.15,1800.15,Solid,1095,1800,NA,NA,9.3,175,182,,90.5,14,3.5e-5,5130,2.8979e-5,NA,3.07,167000000,8300000000.000001,7900000000,18000000000,0.15,NA,NA,3,NA,50,NA,NA,,,f,,6,Lanthanide,[Xe]6s24f7,Silver,,CAS7440-53-1,CID23981,Conductor,1100000,9e-7,1.8,Paramagnetic,NA,NA,NA,0.0014473,5e-8,5e-8,5.9e-6,1.8e-4,1.3e-11,NA,2.31e-10,1.98e-10,NA,"Im_
3m",229,Inf,Inf,,8S7/2,4570,0.6,NA,NA,NA,Gmelin15985,398107,6310,8.5,10,63,Lanthanide
Gadolinium,Gd,64,157.25,7901,1586.15,3523.15,Solid,1586,3523,NA,NA,10,305,240,,NA,11,9.4e-6,7400,1.9903e-5,NA,5.13,570000000,38000000000,22000000000,55000000000,0.26,NA,2680,3,1.2,50,NA,NA,RTECSLW3850000,,f,,6,Lanthanide,[Xe]6s24f75d1,Silver,,CAS7440-54-2,CID23982,Conductor,770000,1.3e-6,NA,Ferromagnetic,292,NA,NA,NA,2e-7,2e-7,2.3e-5,5.2e-4,7e-11,NA,2.3299999999999997e-10,1.96e-10,NA,P63/mmc,194,Inf,Inf,,9D2,49000,7.3,NA,NA,NA,Gmelin16286,1995262,199.5,8.5,11,64,Lanthanide
Terbium,Tb,65,158.92534,8219,1629.15,3503.15,Solid,1629,3503,NA,NA,10.8,295,182,,230,11,1.03e-5,7650,1.9336e-5,677000000,2.33,863000000,38700000000,22000000000,56000000000,0.26,NA,2620,3,NA,50,NA,NA,,,f,,6,Lanthanide,[Xe]6s24f9,Silver,,CAS7440-27-9,CID23958,Conductor,830000,1.2e-6,NA,Paramagnetic,222,NA,NA,0.1117784,5e-8,1e-8,3.9e-6,9.3e-5,1.4e-11,NA,2.25e-10,1.94e-10,NA,P63/mmc,194,Inf,Inf,,6H15/2,23,0.009,NA,NA,NA,Gmelin16311,199526,5012,8.5,12,65,Lanthanide
Dysprosium,Dy,66,162.5,8551,1685.15,2840.15,Solid,1685,2840,NA,NA,11.1,280,167,,178,11,1e-5,8370,1.9004e-5,500000000,1.8,540000000,41000000000,25000000000,61000000000,0.25,NA,2710,3,1.22,50,NA,NA,,,f,,6,Lanthanide,[Xe]6s24f10,Silver,,CAS7429-91-6,CID23912,Conductor,1100000,9.1e-7,NA,Paramagnetic,87,NA,NA,0.046603,2e-7,2e-7,2.7e-5,6.2e-4,9.1e-11,NA,2.28e-10,1.92e-10,NA,P63/mmc,194,Inf,Inf,,5I8,950,0.2,NA,NA,NA,Gmelin16278,1000000,2512,8.5,13,66,Lanthanide
Holmium,Ho,67,164.93032,8795,1747.15,2973.15,Solid,1747,2973,NA,NA,17,265,165,,132,16,1.12e-5,8340,1.8753e-5,746000000,1.65,481000000,40000000000,26000000000,64000000000,0.23,NA,2760,3,1.23,50,4.1,3089,,,f,,6,Lanthanide,[Xe]6s24f11,Silver,,CAS7440-60-0,CID23988,Conductor,1100000,9.4e-7,NA,Paramagnetic,20,NA,NA,0.0482845,5e-8,0,5.9e-6,1.2e-4,2.2e-11,NA,2.26e-10,1.92e-10,NA,P63/mmc,194,Inf,Inf,,4I15/2,64,0.015,NA,NA,NA,Gmelin16291,251189,3162,8.5,14,67,Lanthanide
Erbium,Er,68,167.259,9066,1770.15,3141.15,Solid,1770,3141,NA,NA,19.9,285,168,,82,15,1.22e-5,8860,1.8449e-5,814000000,1.97,588000000,44000000000,28000000000,70000000000,0.24,NA,2830,3,1.24,50,NA,NA,,,f,,6,Lanthanide,[Xe]6s24f12,Silver,,CAS7440-52-0,CID23980,Conductor,1200000,8.6e-7,NA,Paramagnetic,32,NA,NA,0.0341788,2e-7,1e-7,1.8e-5,3e-4,9e-11,NA,2.26e-10,1.89e-10,NA,P63/mmc,194,Inf,Inf,,3H6,165,0.036,NA,NA,NA,Gmelin16280,630957,316.2,8.5,15,68,Lanthanide
Thulium,Tm,69,168.93421,9320,1818.15,2223.15,Solid,1818,2223,NA,NA,16.8,250,160,,56,17,1.33e-5,8560,1.8126e-5,471000000,1.77,520000000,45000000000,31000000000,74000000000,0.21,NA,NA,3,1.25,50,4.1,3089,,,f,,6,Lanthanide,[Xe]6s24f13,Silver,,CAS7440-30-4,CID23961,Conductor,1400000,7e-7,NA,Paramagnetic,25,NA,NA,0.0185488,1e-8,2e-8,2.9e-6,4.5e-5,2e-11,NA,2.2199999999999998e-10,1.9e-10,NA,P63/mmc,194,Inf,Inf,,2F7/2,105,0.025,NA,NA,NA,Gmelin16307,125893,10000,8.5,16,69,Lanthanide
Ytterbium,Yb,70,173.04,6570,1092.15,1469.15,Solid,1092,1469,NA,NA,7.7,160,154,,NA,39,2.63e-5,6210,2.6339e-5,343000000,NA,206000000,31000000000,10000000000,24000000000,0.21,NA,1590,3,NA,50,NA,NA,RTECSZG1925000,,f,,6,Lanthanide,[Xe]6s24f14,Silver,,CAS7440-64-4,CID23992,Conductor,3600000,2.8e-7,NA,Paramagnetic,NA,NA,NA,3.88e-5,2e-7,1e-7,1.8e-5,2.8e-4,8e-11,NA,2.2199999999999998e-10,1.87e-10,NA,"Fm_
3m",225,Inf,Inf,,1S0,35,0.0076,NA,NA,NA,Gmelin16014,501187,501.2,8.5,17,70,Lanthanide
Lutetium,Lu,71,174.967,9841,1936.15,3675.15,Solid,1936,3675,NA,NA,22,415,154,,NA,16,1e-5,9300,1.7779e-5,893000000,2.6,1160000000,48000000000,27000000000,67000000000,0.26,NA,NA,3,1.27,50,4.1,3089,,,d,3,6,Transition Metal,[Xe]6s24f145d1,Silver,,CAS7439-94-3,CID23929,Conductor,1800000,5.7e-7,0.1,Paramagnetic,NA,NA,NA,1.18e-5,1e-8,1e-7,2.9e-6,5.7e-5,1.5e-11,NA,2.17e-10,1.87e-10,NA,P63/mmc,194,Inf,Inf,,2D3/2,85,0.022,NA,NA,NA,Gmelin16202,100000,10000,8.5,18,71,Lanthanide
Hafnium,Hf,72,178.49,13310,2506.15,4876.15,Solid,2506,4876,NA,NA,25.5,630,144,,NA,23,5.9e-6,12000,1.34102e-5,1700000000,5.5,1760000000,110000000000,30000000000,78000000000,0.37,NA,3010,4,1.3,0,4.2,2545,RTECSMG4600000,,d,4,6,Transition Metal,[Xe]6s24f145d2,Gray,,CAS7440-58-6,CID23986,Conductor,3300000,3e-7,0.128,Paramagnetic,NA,NA,NA,7.05e-5,7e-8,1e-7,1.7e-5,3.3e-4,8e-10,NA,2.08e-10,1.75e-10,NA,P63/mmc,194,Inf,Inf,,3F2,104,0.02,NA,NA,NA,Gmelin16293,79433,631,6,4,72,Transition Metal
Tantalum,Ta,73,180.9479,16650,3290.15,5731.15,Solid,3290,5731,NA,NA,36,736,140,,NA,57,6.3e-6,15000,1.08677e-5,800000000,6.5,873000000,200000000000,67000000000,186000000000,0.34,NA,3400,5,1.5,31,4.1,3089,RTECSWW5505000,,d,5,6,Transition Metal,[Xe]6s24f145d3,Gray,,CAS7440-25-7,CID23956,Conductor,7700000,1.3e-7,4.47,Paramagnetic,NA,NA,NA,1.782e-4,8e-9,NA,2e-6,1.7e-4,2e-10,NA,2e-10,1.7e-10,NA,"Im_
3m",229,Inf,Inf,,4F3/2,20.5,0.0041,NA,NA,NA,Gmelin16312,1000000,501.2,6,5,73,Transition Metal
Tungsten,W,74,183.84,19250,3695.15,5828.15,Solid,3695,5828,NA,NA,35,800,132,,NA,170,4.5e-6,17600,9.5501e-6,2570000000,7.5,3430000000,310000000000,161000000000,411000000000,0.28,NA,5174,6,2.36,78.6,4.1,3089,RTECSYO7175000,Wolfram,d,6,6,Transition Metal,[Xe]6s24f145d4,Gray,,CAS7440-33-7,CID23964,Conductor,20000000,4.999999999997e-8,0.015,Paramagnetic,NA,NA,NA,8.84e-5,5e-8,4e-7,1.2e-5,1.1e-4,1.2e-8,NA,1.93e-10,1.62e-10,NA,"Im_
3m",229,Inf,Inf,,5D0,18.4,0.0036,NA,NA,NA,Gmelin16317,63095734,631,6,6,74,Transition Metal
